"Time","Angle","Angular Rate","Left Encoder Distance","Left Encoder Rate","Left motor signal (pow or vel)","Right motor signal (pow or vel)","Left motor voltage","Right motor voltage","Drive current","Battery voltage","Game State","Robot messages","Button Presses","X acceleration","Y acceleration","Z acceleration","FlywheelRate","Flywheel voltage","SpeedSetpoint","Flywheel current",
"1.360112","25.224609","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.409744","25.224609","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.473984","25.224609","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.534068","25.268555","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.580657","25.268555","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.613894","25.268555","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.007812","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.682314","25.268555","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.752421","25.268555","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","-0.007812","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.808350","25.268555","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.883467","25.268555","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.982997","25.268555","0.000000","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"2.053920","25.268555","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"2.119799","25.268555","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"2.172825","25.268555","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"2.232390","25.268555","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"2.291809","25.268555","0.000000","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","0.000000","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"2.382013","25.268555","0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
