"Time","Angle","Angular Rate","Left Encoder Distance","Left Encoder Rate","Left motor signal (pow or vel)","Right motor signal (pow or vel)","Left motor voltage","Right motor voltage","Drive current","Battery voltage","Game State","Robot messages","Button Presses","X acceleration","Y acceleration","Z acceleration","FlywheelRate","Flywheel voltage","SpeedSetpoint","Flywheel current",
"0.758705","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.007812","1.000000","0.000000","0.000000","0.000000","0.000000",
"0.787161","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","0.000000","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.810496","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"0.833573","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"0.855140","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","0.000000","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.884773","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.605049","Disabled","","","-0.003906","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"0.910671","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.934745","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.967093","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.605049","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.984781","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.012404","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.035606","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.605049","Disabled","","","-0.003906","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.061737","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.080679","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.007812","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.099247","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.007812","0.007812","1.003906","0.000000","0.000000","0.000000","0.000000",
"1.127166","25.356445","0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","-0.003906","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.142521","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.166684","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.193905","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.233249","25.356445","0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.598766","Disabled","","","0.000000","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.254419","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.007812","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.277023","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","-0.003906","0.007812","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.300655","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.598766","Disabled","","","0.000000","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.327428","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","-0.007812","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.350973","25.356445","0.000000","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.374366","25.356445","0.000000","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.399589","25.356445","0.000000","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.421645","25.356445","0.000000","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.605049","Disabled","","","-0.007812","0.007812","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.444442","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.007812","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.469162","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.499695","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.530777","25.356445","-0.121951","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","-0.003906","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.554428","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.578304","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.606833","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.630804","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.653640","25.356445","0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.676967","25.356445","0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.700897","25.356445","0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","-0.003906","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.719431","25.356445","0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.743854","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.764111","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.605049","Disabled","","","-0.003906","0.007812","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.790628","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.814308","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.836540","25.356445","-0.060976","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.623896","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.856991","25.356445","-0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.877271","25.356445","-0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.611331","Disabled","","","-0.003906","0.007812","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.899343","25.356445","-0.182927","-0.022434","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.617614","Disabled","","","0.000000","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
