"Time","Angle","Angular Rate","Left Encoder Distance","Left Encoder Rate","Left motor signal (pow or vel)","Right motor signal (pow or vel)","Left motor voltage","Right motor voltage","Battery voltage","Game State","Robot messages","Button Presses","X acceleration","Y acceleration","Z acceleration","FlywheelRate","Flywheel voltage","SpeedSetpoint","Flywheel current",
"0.755328","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.000000","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.806052","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.000000","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"0.844805","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","-0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.869345","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.007812","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"0.896206","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.000000","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"0.912556","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.932997","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.952929","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"0.972736","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","-0.003906","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"0.996595","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.015706","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.041781","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.000000","0.015625","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.059250","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.007812","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.074288","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.095570","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.113630","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.003906","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.134637","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.000000","0.011719","1.003906","0.000000","0.000000","0.000000","0.000000",
"1.165815","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.191776","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.213616","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.007812","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.233728","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.007812","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.254598","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.000000","0.015625","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.275225","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.294521","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.003906","0.015625","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.314325","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.000000","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.333847","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.000000","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.354948","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.003906","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.374590","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.007812","0.015625","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.394309","-3553.857422","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","-0.003906","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.415299","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.015625","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.432899","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.454336","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.007812","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.475590","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.127581","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.495877","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.513733","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","-0.003906","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.533078","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.552844","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.003906","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.572239","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.592926","-3553.857422","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.003906","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.612377","-3553.857422","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.632404","-3553.813477","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.652300","-3553.813477","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.672744","-3553.813477","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.000000","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.692015","-3553.813477","0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.000000","0.015625","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.712034","-3553.813477","0.121951","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.007812","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.733291","-3553.813477","0.121951","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.011719","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.754344","-3553.813477","0.121951","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.133863","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.773664","-3553.813477","0.121951","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.000000","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.793523","-3553.813477","0.121951","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.003906","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.814041","-3553.813477","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.833305","-3553.813477","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.000000","0.019531","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.853895","-3553.813477","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.000000","0.007812","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.875107","-3553.813477","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.003906","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.895853","-3553.813477","0.000000","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"1.913316","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.933655","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.121298","Disabled","","","0.003906","0.011719","1.000000","0.000000","0.000000","0.000000","0.000000",
"1.953757","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.003906","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"1.975126","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.003906","0.015625","0.988281","0.000000","0.000000","0.000000","0.000000",
"1.993298","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"2.014592","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.000000","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"2.033587","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.003906","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"2.052411","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.152711","Disabled","","","0.003906","0.011719","0.988281","0.000000","0.000000","0.000000","0.000000",
"2.073511","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
"2.094720","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"2.116361","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.003906","0.011719","0.996094","0.000000","0.000000","0.000000","0.000000",
"2.137943","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.019531","0.996094","0.000000","0.000000","0.000000","0.000000",
"2.153442","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.140146","Disabled","","","0.003906","0.015625","0.988281","0.000000","0.000000","0.000000","0.000000",
"2.174850","-3553.813477","-0.060976","9144.035316","0.000000","0.000000","0.000000","0.000000","0.000000","12.146428","Disabled","","","0.000000","0.015625","0.992188","0.000000","0.000000","0.000000","0.000000",
